Time(seconds),Bus Name,Signal Name,Data
1.806862750,Async 3,Digital 4,00
1.806949750,Async 3,Digital 4,00
1.807036500,Async 3,Digital 4,00
1.807123500,Async 3,Digital 4,00
1.807210500,Async 3,Digital 4,00
1.807297500,Async 3,Digital 4,00
1.807384250,Async 3,Digital 4,00
1.807471250,Async 3,Digital 4,00
1.807558250,Async 3,Digital 4,00
1.807645250,Async 3,Digital 4,00
1.807732250,Async 3,Digital 4,00
1.807819250,Async 3,Digital 4,00
1.807906000,Async 3,Digital 4,00
1.807993000,Async 3,Digital 4,00
1.808080000,Async 3,Digital 4,00
1.808167000,Async 3,Digital 4,00
1.808253750,Async 3,Digital 4,00
1.808340750,Async 3,Digital 4,00
1.808427750,Async 3,Digital 4,00
1.808514500,Async 3,Digital 4,00
1.808601500,Async 3,Digital 4,00
1.808688500,Async 3,Digital 4,00
1.808775500,Async 3,Digital 4,00
1.808862250,Async 3,Digital 4,00
1.808949250,Async 3,Digital 4,00
1.809036250,Async 3,Digital 4,00
1.809123250,Async 3,Digital 4,00
1.809210250,Async 3,Digital 4,00
1.809297000,Async 3,Digital 4,00
1.809384000,Async 3,Digital 4,00
1.809471000,Async 3,Digital 4,00
1.809558000,Async 3,Digital 4,00
1.809645000,Async 3,Digital 4,00
1.809731750,Async 3,Digital 4,00
1.809818750,Async 3,Digital 4,00
1.809905750,Async 3,Digital 4,00
1.809992750,Async 3,Digital 4,00
1.810079500,Async 3,Digital 4,00
1.810166500,Async 3,Digital 4,00
1.810253500,Async 3,Digital 4,00
1.810340500,Async 3,Digital 4,00
1.810427500,Async 3,Digital 4,00
1.810514500,Async 3,Digital 4,00
1.810601500,Async 3,Digital 4,00
1.810688250,Async 3,Digital 4,00
1.810775250,Async 3,Digital 4,00
1.810862250,Async 3,Digital 4,00
1.810949250,Async 3,Digital 4,00
1.811036250,Async 3,Digital 4,00
1.811123000,Async 3,Digital 4,00
1.811210000,Async 3,Digital 4,00
1.811296750,Async 3,Digital 4,00
1.811383750,Async 3,Digital 4,00
1.811470750,Async 3,Digital 4,00
1.811557750,Async 3,Digital 4,00
1.811644750,Async 3,Digital 4,00
1.811731500,Async 3,Digital 4,00
1.811818500,Async 3,Digital 4,00
1.811905500,Async 3,Digital 4,00
1.811992500,Async 3,Digital 4,00
1.812079250,Async 3,Digital 4,00
1.812166250,Async 3,Digital 4,00
1.812253250,Async 3,Digital 4,00
1.812340250,Async 3,Digital 4,00
1.812427250,Async 3,Digital 4,00
1.812514000,Async 3,Digital 4,00
1.812601000,Async 3,Digital 4,00
1.812688000,Async 3,Digital 4,00
1.812775000,Async 3,Digital 4,00
1.812862000,Async 3,Digital 4,00
1.812949000,Async 3,Digital 4,00
1.813036000,Async 3,Digital 4,00
1.813123000,Async 3,Digital 4,00
1.813210000,Async 3,Digital 4,00
1.813297000,Async 3,Digital 4,00
1.813383750,Async 3,Digital 4,00
1.813470750,Async 3,Digital 4,00
1.813557750,Async 3,Digital 4,00
1.813644750,Async 3,Digital 4,00
1.813731750,Async 3,Digital 4,00
1.813818750,Async 3,Digital 4,00
1.813905750,Async 3,Digital 4,00
1.813992750,Async 3,Digital 4,00
1.814079500,Async 3,Digital 4,00
1.814166500,Async 3,Digital 4,00
1.814253500,Async 3,Digital 4,00
1.814340500,Async 3,Digital 4,00
1.814427250,Async 3,Digital 4,00
1.814514250,Async 3,Digital 4,00
1.814601250,Async 3,Digital 4,00
1.814688250,Async 3,Digital 4,00
1.814775500,Async 3,Digital 4,00
1.814862250,Async 3,Digital 4,00
1.814949250,Async 3,Digital 4,00
1.815559750,Async 3,Digital 3,04
1.815646500,Async 3,Digital 3,0E
1.815733250,Async 3,Digital 3,04
1.815820000,Async 3,Digital 3,01
1.815906500,Async 3,Digital 3,13
1.815993250,Async 3,Digital 3,0C
1.816080000,Async 3,Digital 3,00
1.816263500,Async 3,Digital 4,01
1.816350500,Async 3,Digital 4,20
1.816437500,Async 3,Digital 4,0C
1.816524500,Async 3,Digital 4,01
1.816611500,Async 3,Digital 4,00
1.818022250,Async 3,Digital 3,04
1.818109000,Async 3,Digital 3,0E
1.818195750,Async 3,Digital 3,04
1.818282500,Async 3,Digital 3,01
1.818369250,Async 3,Digital 3,20
1.818456000,Async 3,Digital 3,0C
1.818542750,Async 3,Digital 3,00
1.818724750,Async 3,Digital 4,01
1.818811750,Async 3,Digital 4,1E
1.818898750,Async 3,Digital 4,0C
