Time(seconds),Bus Name,Signal Name,Data
7.797855000,Async 5,Digital 5,16
7.797942000,Async 5,Digital 5,96
7.798028000,Async 5,Digital 5,24
7.798115000,Async 5,Digital 5,47
7.798202000,Async 5,Digital 5,C6
7.798289000,Async 5,Digital 5,23
7.798376000,Async 5,Digital 5,61
7.798463000,Async 5,Digital 5,BA
7.798549000,Async 5,Digital 5,D9
7.798636000,Async 5,Digital 5,4B
7.798723000,Async 5,Digital 5,4D
7.798810000,Async 5,Digital 5,1E
7.798897000,Async 5,Digital 5,43
7.798984000,Async 5,Digital 5,53
7.799070000,Async 5,Digital 5,53
7.799157000,Async 5,Digital 5,49
7.799244000,Async 5,Digital 5,29
7.799331000,Async 5,Digital 5,00
7.799418000,Async 5,Digital 5,0C
7.799505000,Async 5,Digital 5,2A
7.799592000,Async 5,Digital 5,00
7.799678000,Async 5,Digital 5,B3
7.799765000,Async 5,Digital 5,9B
7.799852000,Async 5,Digital 5,72
7.799939000,Async 5,Digital 5,34
7.800026000,Async 5,Digital 5,BE
7.800113000,Async 5,Digital 5,EC
7.800199000,Async 5,Digital 5,D4
7.800286000,Async 5,Digital 5,A8
7.800373000,Async 5,Digital 5,F4
